-0.0104333, 1
-0.252632, 1
-0.45004, 1
-0.395538, 1
-0.406861, 1
-0.400397, 1
-0.439858, 1
-0.338183, 1
-0.140855, 1
-0.0124099, 1
0.0442952, 1
0.053524, 1
0.0500649, 1
0.0417397, 1
0.0310147, 1
0.0217957, 1
0.0142009, 1
0.00705462, 1
0.00224046, 1
-0.00210794, 1
-0.00587585, 1
-0.00938779, 1
-0.0118576, 1
-0.0137306, 1
-0.015217, 1
-0.0163246, 1
-0.0188327, 1
-0.0190085, 1
-0.0181909, 1
-0.0173535, 0.604104
-0.0166237, 0.175476
-0.0159677, 0.0099298
-0.0152997, 0.0800626
-0.0145665, 0.281639
-0.0140877, 0.424352
-0.0140406, 0.464958
-0.0140109, 0.419368
-0.0140058, 0.335421
-0.0141043, 0.277956
-0.0142779, 0.273152
-0.0144966, 0.306275
-0.0147578, 0.344392
-0.0150037, 0.360159
-0.0153179, 0.353924
-0.015564, 0.336712
-0.0158297, 0.322746
-0.0160566, 0.319832
-0.0163168, 0.325664
-0.0165834, 0.333775
-0.0168389, 0.338445
-0.0171302, 0.337848
-0.0173285, 0.334787
-0.0195212, 0.331373
-0.019427, 0.329857
-0.0186102, 0.330568
-0.0181132, 0.332287
-0.0178088, 0.333438
-0.0173954, 0.333701
-0.0170338, 0.333194
-0.0168317, 0.332485
-0.0167931, 0.332131
-0.0168614, 0.332172
-0.0208251, 0.332453
-0.0210924, 0.332728
-0.0201204, 0.332887
-0.0196757, 0.33285
-0.0194052, 0.332682
-0.0190485, 0.332525
-0.0188104, 0.332474
-0.0186941, 0.332529
-0.017689, 0.332599
-0.0180319, 0.33265
-0.018985, 0.332647
-0.0198242, 0.332623
-0.0209312, 0.332604
-0.02228, 0.332613
-0.0237085, 0.332636
-0.0253048, 0.332674
-0.0266601, 0.332707
-0.0276993, 0.332739
-0.0289405, 0.332761
-0.0299614, 0.332767
-0.0310524, 0.33277
-0.0320971, 0.332781
-0.0328664, 0.332792
-0.0337154, 0.332818
-0.0345375, 0.332847
-0.0352567, 0.332858
-0.0366449, 0.332864
-0.0362802, 0.332871
-0.0355461, 0.33289
-0.0351777, 0.332916
-0.0350851, 0.332855
-0.0351313, 0.332801
-0.0379791, 0.332793
-0.037726, 0.332809
-0.0368445, 0.332925
-0.0368873, 0.332984
-0.0375288, 0.332949
-0.0383593, 0.332898
-0.0441825, 0.33287
-0.0453484, 0.332891
-0.0456951, 0.333159
-0.0468534, 0.333267
-0.048813, 0.333231
-0.0515136, 0.333126
-0.0537078, 0.333117
-0.0559788, 0.333227
-0.0596154, 0.333417
-0.0629819, 0.333568
-0.0635501, 0.333705
-0.0660394, 0.333818
-0.0695312, 0.333787
-0.0723472, 0.333738
-0.0770873, 0.333858
-0.0798253, 0.334064
-0.0815584, 0.334361
-0.0845066, 0.334613
-0.0867486, 0.334639
-0.0894514, 0.334605
-0.0918721, 0.334612
-0.0930307, 0.334719
-0.0942087, 0.334865
-0.0954395, 0.33497
-0.0959438, 0.335002
-0.0972877, 0.33499
-0.0989837, 0.334937
-0.100725, 0.334984
-0.102426, 0.335125
-0.104229, 0.335337
-0.107671, 0.335487
-0.108018, 0.335569
-0.107292, 0.335777
-0.106426, 0.335805
-0.102524, 0.335593
-0.100964, 0.335315
-0.0999472, 0.334863
-0.0985521, 0.334631
-0.0978399, 0.33466
-0.0952756, 0.334821
-0.0919952, 0.334977
-0.0892542, 0.334905
-0.0858799, 0.334558
-0.082181, 0.334224
-0.0785237, 0.333961
-0.0761998, 0.333821
-0.0725054, 0.33374
-0.0678252, 0.333787
-0.0641266, 0.333752
-0.0608849, 0.333564
-0.0579026, 0.333367
-0.0550334, 0.333191
-0.0524354, 0.333113
-0.0501124, 0.333109
-0.0521177, 0.333118
-0.0501841, 0.333097
-0.0464967, 0.333206
-0.0433768, 0.333262
-0.0411166, 0.333142
-0.0383565, 0.332915
-0.0360704, 0.332762
-0.0337191, 0.332692
-0.0343717, 0.332723
-0.0327594, 0.332775
-0.0307686, 0.332836
-0.0290078, 0.332846
-0.0274192, 0.332784
-0.0259398, 0.332701
-0.0209915, 0.332637
-0.0201969, 0.332603
-0.0208593, 0.332556
-0.0211566, 0.332557
-0.0214647, 0.332611
-0.0220068, 0.332671
-0.0224859, 0.332695
-0.0229347, 0.332693
-0.0232608, 0.33268
-0.0214365, 0.332658
-0.020994, 0.332644
-0.0210817, 0.33261
-0.020951, 0.332596
-0.0206683, 0.332608
-0.0204506, 0.332631
-0.02018, 0.332646
-0.0198258, 0.332645
-0.0193944, 0.332629
-0.0189795, 0.33261
-0.018423, 0.332596
-0.017887, 0.332592
-0.0172076, 0.332585
-0.0233708, 0.332475
-0.0224402, 0.345008
-0.0192751, 0.335201
-0.0169344, 0.331108
-0.0146015, 0.329085
-0.011923, 0.331057
-0.0097374, 0.333697
-0.0073817, 0.335628
-0.0124459, 0.33589
-0.0109556, 0.335013
-0.00694864, 0.333774
-0.00353969, 0.332916
-0.00113906, 0.33291
0.000671978, 0.333373
0.00302275, 0.334033
0.00461872, 0.334325
0.00551045, 0.334212
0.00596933, 0.333899
0.00600656, 0.333684
5.31331e-05, 0.333637
-0.000419744, 0.333736
0.000849547, 0.333862
0.00123954, 0.333937
0.00128902, 0.333932
0.00154826, 0.333876
0.00172739, 0.333835
0.0016935, 0.333817
0.00146603, 0.333826
-0.00718685, 0.33386
-0.00786464, 0.33389
-0.00589855, 0.333915
-0.00523916, 0.333906
-0.00489638, 0.333862
-0.00431686, 0.333813
-0.00389887, 0.333783
-0.00390686, 0.333784
-0.00435377, 0.333792
-0.00507436, 0.333795
-0.0179396, 0.333803
-0.0177856, 0.33379
-0.0140429, 0.333871
-0.01258, 0.333904
-0.0120369, 0.333801
-0.0116738, 0.333675
-0.0118294, 0.333568
-0.0130225, 0.333532
-0.0152047, 0.382001
-0.0184418, 0.370577
-0.0224595, 0.307683
-0.0273821, 0.286992
-0.0387407, 0.295881
-0.0410329, 0.325091
-0.0416676, 0.34944
-0.0445753, 0.355599
-0.0487754, 0.34592
-0.0537317, 0.331647
-0.05971, 0.323177
-0.06187, 0.323561
-0.0633633, 0.3301
-0.068423, 0.335796
-0.0787181, 0.338444
-0.0926704, 0.337567
-0.109046, 0.335325
-0.126838, 0.334163
-0.138444, 0.335252
-0.156574, 0.338066
-0.176117, 0.340544
-0.185748, 0.342551
-0.20107, 0.344384
-0.218057, 0.344761
-0.22694, 0.345165
-0.226175, 0.347021
-0.226351, 0.348389
-0.224546, 0.347283
-0.223808, 0.345379
-0.213689, 0.343155
-0.202877, 0.342559
-0.187878, 0.341625
-0.171027, 0.340296
-0.156278, 0.338327
-0.142246, 0.336565
-0.130806, 0.337352
-0.117127, 0.337625
-0.10563, 0.336874
-0.0931585, 0.335095
-0.0832559, 0.333649
-0.075988, 0.332717
-0.0669809, 0.332633
-0.059776, 0.333039
-0.0525146, 0.333423
-0.0469835, 0.333469
-0.0286585, 0.333191
-0.0242577, 0.332833
-0.0252266, 0.332297
-0.0251026, 0.332096
-0.0116151, 0.332357
-0.0127106, 0.332807
-0.0180059, 0.332869
-0.021253, 0.332699
-0.0230723, 0.332579
-0.0251521, 0.332572
-0.0263507, 0.332647
-0.0260271, 0.332729
-0.0238986, 0.332785
-0.0209564, 0.332765
-0.0162234, 0.332669
-0.00990257, 0.332555
-0.00236183, 0.332459
0.0062152, 0.332425
0.0317385, 0.332435
0.0355475, 0.332483
0.0351468, 0.333019
0.0395721, 0.333414
0.046255, 0.333359
0.0539296, 0.333136
0.0633632, 0.333098
0.07473, 0.33341
0.0875021, 0.334042
0.10108, 0.334852
0.114939, 0.335767
0.127112, 0.336819
0.147413, 0.337786
0.169772, 0.33853
0.190388, 0.340179
0.211182, 0.34297
0.234805, 0.346506
0.252343, 0.349834
0.26197, 0.354386
0.262493, 0.356739
0.257038, 0.361564
0.246236, 0.359721
0.230761, 0.352633
0.21224, 0.343213
0.192251, 0.337266
0.175052, 0.334724
0.154064, 0.335033
0.132788, 0.336417
0.113414, 0.336684
0.0920749, 0.335367
0.0749315, 0.333529
0.0605031, 0.331966
0.0476074, 0.331436
0.0383993, 0.331834
0.029375, 0.332582
0.0227611, 0.333028
0.0147494, 0.333043
0.00906994, 0.332771
0.00499029, 0.332428
0.00148361, 0.33225
-0.00154639, 0.332293
-0.00411681, 0.332458
-0.0059949, 0.332588
-0.00778207, 0.332627
-0.0121157, 0.3326
-0.0137994, 0.332537
-0.0148237, 0.332524
-0.0165466, 0.332547
-0.0187647, 0.332584
-0.0208624, 0.332613
-0.023749, 0.332649
-0.0337553, 0.332685
-0.0352093, 0.332716
-0.0351738, 0.332941
-0.0372806, 0.333094
-0.0410013, 0.333036
-0.0449009, 0.332938
-0.0494724, 0.332952
-0.0549634, 0.333117
-0.0611276, 0.333365
-0.0677155, 0.333667
-0.0757852, 0.333999
-0.0763425, 0.334177
-0.083143, 0.334523
-0.0954588, 0.334625
-0.108851, 0.334755
-0.122287, 0.335532
-0.137524, 0.336823
-0.155599, 0.338395
-0.169646, 0.33988
-0.181693, 0.341632
-0.191532, 0.343021
-0.198109, 0.34389
-0.201574, 0.344275
-0.203337, 0.344054
-0.203004, 0.343269
-0.198545, 0.34252
-0.191459, 0.342092
-0.179589, 0.341437
-0.169757, 0.340191
-0.162487, 0.340283
-0.149838, 0.340523
-0.140807, 0.339741
-0.131868, 0.337438
-0.123768, 0.335359
-0.114834, 0.334278
-0.106739, 0.334313
-0.100083, 0.334773
-0.094622, 0.334985
-0.0918001, 0.334804
-0.0887555, 0.334389
-0.0859948, 0.334166
-0.0838753, 0.334117
-0.0820785, 0.334169
-0.0796048, 0.334271
-0.0773677, 0.334297
-0.0758229, 0.334154
-0.0737484, 0.33392
-0.071901, 0.33376
-0.0704516, 0.333691
-0.0690449, 0.333713
-0.0682509, 0.333719
-0.0677845, 0.333709
-0.0668214, 0.333653
-0.0659717, 0.333684
-0.0655485, 0.333694
-0.0645173, 0.333645
-0.064431, 0.333588
-0.0648009, 0.33354
-0.0652237, 0.333568
-0.0666057, 0.333628
-0.0670396, 0.333672
-0.0671164, 0.333756
-0.0670645, 0.333797
-0.0672776, 0.333778
-0.0673939, 0.333706
-0.0672239, 0.333661
-0.0667827, 0.333658
-0.0660894, 0.333678
-0.064931, 0.333644
-0.0637647, 0.333646
-0.0624384, 0.333587
-0.0608821, 0.333504
-0.0589951, 0.333427
-0.0571925, 0.333371
-0.0550125, 0.333337
-0.0527854, 0.333265
-0.0510652, 0.333237
-0.0487561, 0.333147
-0.0468863, 0.33308
-0.0456133, 0.333028
-0.0439662, 0.333016
-0.0424942, 0.333029
-0.0414723, 0.333011
-0.0401157, 0.332951
-0.0389582, 0.332906
-0.037961, 0.332875
-0.0369874, 0.332881
-0.0361269, 0.33289
-0.0351332, 0.332871
-0.0341492, 0.332837
-0.0336419, 0.332803
-0.0327797, 0.332782
-0.0316019, 0.33278
-0.0304903, 0.332778
-0.029668, 0.332778
-0.0287273, 0.332748
-0.0278058, 0.332718
-0.0269187, 0.332697
-0.0262955, 0.332687
-0.0258695, 0.332684
-0.0252821, 0.33268
-0.0262776, 0.332684
-0.0253763, 0.332677
-0.023772, 0.3327
-0.022858, 0.332697
-0.0219885, 0.332658
-0.021244, 0.332621
-0.0204972, 0.332596
-0.0198336, 0.332597
-0.0194982, 0.332606
-0.0207686, 0.332613
-0.0211008, 0.332616
-0.0210605, 0.332639
-0.0211544, 0.332661
-0.0212358, 0.33266
-0.0207895, 0.332644
-0.02061, 0.332629
-0.0204855, 0.332615
-0.0202919, 0.332611
-0.0200447, 0.33262
-0.019817, 0.332623
-0.0195167, 0.332623
-0.0192612, 0.332608
-0.0187798, 0.332604
-0.018156, 0.332605
-0.017569, 0.332605
-0.0170326, 0.332598
-0.016537, 0.332587
-0.0160933, 0.332576
-0.0178362, 0.332568
-0.0175247, 0.332576
-0.016509, 0.332607
-0.0157856, 0.332622
-0.0126737, 0.332606
-0.011894, 0.332575
-0.0120748, 0.332523
-0.0121539, 0.332498
-0.0122909, 0.332511
-0.0127853, 0.33255
-0.0143596, 0.332587
-0.0150281, 0.332597
-0.0153472, 0.332595
-0.0157238, 0.332587
-0.0159908, 0.332579
-0.0161765, 0.332576
-0.0162671, 0.33258
-0.0162763, 0.332588
-0.0162253, 0.332588
-0.0176697, 0.332587
-0.0173408, 0.332587
-0.0164419, 0.332602
-0.0156559, 0.33261
-0.0150509, 0.332594
-0.0144748, 0.33256
-0.0139658, 0.332534
-0.013593, 0.332536
-0.013404, 0.332548
-0.0136568, 0.332559
-0.013837, 0.33257
-0.0140145, 0.332574
-0.0142267, 0.332569
-0.0145239, 0.332558
-0.0148487, 0.332558
-0.0151167, 0.332566
-0.0154318, 0.332581
-0.0157072, 0.332588
-0.0159943, 0.332588
-0.0162311, 0.332588
-0.016408, 0.332588
-0.0166583, 0.332576
-0.0168784, 0.332576
-0.0170402, 0.332584
-0.0172309, 0.332595
-0.0173952, 0.332607
-0.0195003, 0.332606
-0.0193613, 0.332602
-0.0185291, 0.332613
-0.0181115, 0.332621
-0.0177397, 0.332613
-0.0173211, 0.332598
-0.0169901, 0.332583
-0.0168128, 0.332572
-0.0167885, 0.332576
-0.0168792, 0.332584
-0.0208612, 0.33258
-0.0211245, 0.332587
-0.0201747, 0.332652
-0.0197728, 0.332701
-0.0195926, 0.332683
-0.0192354, 0.332629
-0.018918, 0.33258
-0.018797, 0.332567
-0.0177638, 0.332569
-0.0180526, 0.332584
-0.018953, 0.3326
-0.0199337, 0.332614
-0.0208521, 0.332625
-0.0221245, 0.33264
-0.0235638, 0.332654
-0.0249138, 0.332661
-0.0262278, 0.332676
-0.0275391, 0.332713
-0.0288047, 0.332747
-0.029787, 0.332772
-0.031089, 0.332785
-0.0321772, 0.332781
-0.0330921, 0.332784
-0.0337953, 0.332803
-0.0344477, 0.332836
-0.0353165, 0.332866
-0.0366931, 0.332872
-0.0362911, 0.332875
-0.035556, 0.332879
-0.0351998, 0.332909
-0.0350889, 0.332855
-0.0351844, 0.332805
-0.0378702, 0.332792
-0.0376898, 0.332809
-0.0370509, 0.332899
-0.0373398, 0.33298
-0.038207, 0.332946
-0.0441594, 0.332896
-0.0450962, 0.332881
-0.0449118, 0.333079
-0.0460376, 0.333219
-0.0478511, 0.333226
-0.0499163, 0.333169
-0.0519022, 0.333143
-0.0546275, 0.333199
-0.0577414, 0.333299
-0.0609626, 0.333433
-0.0616251, 0.333573
-0.0645045, 0.333747
-0.0674, 0.333754
-0.0712041, 0.333752
-0.0741324, 0.333805
-0.078541, 0.33401
-0.0813196, 0.334246
-0.0836296, 0.334506
-0.0861436, 0.334636
-0.0890616, 0.334662
-0.0918413, 0.33462
-0.0928967, 0.334694
-0.0938859, 0.334884
-0.0950276, 0.334982
-0.095698, 0.334998
-0.0966262, 0.334971
-0.0980551, 0.33492
-0.0997383, 0.334929
-0.101462, 0.335037
-0.103373, 0.335247
-0.106918, 0.335418
